log_name,drift_types,change_trace_idx
log_1961_1708943153.xes,"sudden, sudden","[(1495, 1495), (3277, 3277)]"
log_1962_1708943163.xes,sudden,"[(1770, 1770)]"
log_1963_1708943168.xes,,
log_1964_1708943172.xes,sudden,"[(4215, 4215)]"
log_1965_1708943175.xes,sudden,"[(1392, 1392)]"
log_1966_1708943181.xes,sudden,"[(2038, 2038)]"
log_1967_1708943187.xes,,
log_1968_1708943189.xes,"sudden, sudden, sudden","[(1489, 1489), (3312, 3312), (5222, 5222)]"
log_1969_1708943197.xes,sudden,"[(1999, 1999)]"
log_196_1708942754.xes,sudden,"[(1825, 1825)]"
log_1970_1708943200.xes,"sudden, sudden","[(1246, 1246), (2382, 2382)]"
log_1971_1708943204.xes,,
log_1972_1708943205.xes,,
log_1973_1708943209.xes,sudden,"[(1435, 1435)]"
log_1974_1708943215.xes,"sudden, sudden","[(1114, 1114), (2777, 2777)]"
log_1975_1708943222.xes,,
log_1976_1708943225.xes,,
log_1977_1708943059.xes,,
log_1978_1708943062.xes,sudden,"[(1715, 1715)]"
log_1979_1708943063.xes,,
log_197_1708942767.xes,sudden,"[(1979, 1979)]"
log_1980_1708943065.xes,,
log_1981_1708943071.xes,,
log_1982_1708943076.xes,sudden,"[(3639, 3639)]"
log_1983_1708943080.xes,,
log_1984_1708943084.xes,sudden,"[(1415, 1415)]"
log_1985_1708943088.xes,,
log_1986_1708943096.xes,,
log_1987_1708943098.xes,sudden,"[(3839, 3839)]"
log_1988_1708943101.xes,sudden,"[(1047, 1047)]"
log_1989_1708943104.xes,"sudden, sudden","[(1381, 1381), (3870, 3870)]"
log_198_1708942774.xes,sudden,"[(1194, 1194)]"
log_1990_1708943108.xes,sudden,"[(1260, 1260)]"
log_1991_1708943118.xes,sudden,"[(1884, 1884)]"
log_1992_1708943123.xes,,
log_1993_1708943124.xes,,
log_1994_1708943125.xes,,
log_1995_1708943128.xes,,
log_1996_1708943131.xes,,
log_1997_1708943134.xes,sudden,"[(1421, 1421)]"
log_1998_1708943135.xes,,
log_1999_1708943139.xes,sudden,"[(2108, 2108)]"
log_199_1708942779.xes,,
log_19_1708942819.xes,sudden,"[(3461, 3461)]"
log_1_1708942732.xes,,
log_2000_1708943142.xes,,
log_2001_1708943148.xes,sudden,"[(1183, 1183)]"
log_2002_1708943154.xes,,
log_2003_1708943156.xes,,
log_2004_1708943159.xes,"sudden, sudden","[(1937, 1937), (4203, 4203)]"
log_2005_1708943166.xes,sudden,"[(2047, 2047)]"
log_2006_1708943170.xes,sudden,"[(1782, 1782)]"
log_2007_1708943178.xes,sudden,"[(2083, 2083)]"
log_2008_1708943180.xes,,
log_2009_1708943184.xes,,
log_200_1708942781.xes,,
log_2010_1708943188.xes,sudden,"[(2093, 2093)]"
log_2011_1708943192.xes,sudden,"[(1348, 1348)]"
log_2012_1708943195.xes,,
log_2013_1708943203.xes,,
log_2014_1708943208.xes,"sudden, sudden","[(1450, 1450), (3139, 3139)]"
log_2015_1708943062.xes,,
log_2016_1708943071.xes,sudden,"[(2079, 2079)]"
log_2017_1708943073.xes,,
log_2018_1708943075.xes,sudden,"[(1107, 1107)]"
log_2019_1708943076.xes,"sudden, sudden","[(1067, 1067), (4297, 4297)]"
log_201_1708942783.xes,"sudden, sudden, sudden","[(1707, 1707), (3201, 3201), (4727, 4727)]"
log_2020_1708943083.xes,,
log_2021_1708943084.xes,,
log_2022_1708943094.xes,"sudden, sudden","[(1447, 1447), (3021, 3021)]"
log_2023_1708943097.xes,sudden,"[(2015, 2015)]"
log_2024_1708943098.xes,,
log_2025_1708943100.xes,,
log_2026_1708943102.xes,,
log_2027_1708943110.xes,sudden,"[(1995, 1995)]"
log_2028_1708943112.xes,,
log_2029_1708943118.xes,sudden,"[(3183, 3183)]"
log_202_1708942791.xes,"sudden, sudden, sudden","[(1615, 1615), (2953, 2953), (4255, 4255)]"
log_2030_1708943120.xes,sudden,"[(1421, 1421)]"
log_2031_1708943127.xes,sudden,"[(1006, 1006)]"
log_2032_1708943128.xes,sudden,"[(1368, 1368)]"
log_2033_1708943130.xes,,
log_2034_1708943133.xes,sudden,"[(3601, 3601)]"
log_2035_1708943147.xes,"sudden, sudden","[(1856, 1856), (3693, 3693)]"
log_2036_1708943157.xes,"sudden, sudden, sudden","[(1908, 1908), (3242, 3242), (4765, 4765)]"
log_2037_1708943162.xes,sudden,"[(2165, 2165)]"
log_2038_1708943164.xes,,
log_2039_1708943167.xes,sudden,"[(2374, 2374)]"
log_203_1708942795.xes,,
log_2040_1708943170.xes,,
log_2041_1708943172.xes,,
log_2042_1708943174.xes,sudden,"[(2168, 2168)]"
log_2043_1708943177.xes,"sudden, sudden","[(1559, 1559), (3752, 3752)]"
log_2044_1708943186.xes,,
log_2045_1708943189.xes,sudden,"[(2008, 2008)]"
log_2046_1708943192.xes,,
log_2047_1708943194.xes,,
log_2048_1708943200.xes,"sudden, sudden","[(1507, 1507), (2891, 2891)]"
log_2049_1708943207.xes,sudden,"[(4245, 4245)]"
log_204_1708942799.xes,sudden,"[(1551, 1551)]"
log_2050_1708943211.xes,,
log_2051_1708943218.xes,sudden,"[(1241, 1241)]"
log_2052_1708943220.xes,,
log_2053_1708943067.xes,sudden,"[(1605, 1605)]"
log_2054_1708943069.xes,sudden,"[(1176, 1176)]"
log_2055_1708943072.xes,sudden,"[(1437, 1437)]"
log_2056_1708943074.xes,,
log_2057_1708943078.xes,,
log_2058_1708943083.xes,sudden,"[(2211, 2211)]"
log_2059_1708943085.xes,,
log_205_1708942800.xes,"sudden, sudden, sudden","[(1691, 1691), (3561, 3561), (4509, 4509)]"
log_2060_1708943087.xes,,
log_2061_1708943090.xes,sudden,"[(1930, 1930)]"
log_2062_1708943100.xes,,
log_2063_1708943105.xes,sudden,"[(1909, 1909)]"
log_2064_1708943108.xes,,
log_2065_1708943116.xes,,
log_2066_1708943118.xes,"sudden, sudden, sudden","[(1540, 1540), (2721, 2721), (4983, 4983)]"
log_2067_1708943124.xes,,
log_2068_1708943131.xes,,
log_2069_1708943137.xes,sudden,"[(2178, 2178)]"
log_206_1708942805.xes,sudden,"[(2065, 2065)]"
log_2070_1708943143.xes,,
log_2071_1708943145.xes,sudden,"[(1830, 1830)]"
log_2072_1708943146.xes,,
log_2073_1708943150.xes,sudden,"[(1765, 1765)]"
log_2074_1708943154.xes,sudden,"[(1307, 1307)]"
log_2075_1708943156.xes,sudden,"[(1231, 1231)]"
log_2076_1708943159.xes,,
log_2077_1708943159.xes,,
log_2078_1708943162.xes,,
log_2079_1708943163.xes,"sudden, sudden","[(1471, 1471), (3517, 3517)]"
log_207_1708942809.xes,,
log_2080_1708943167.xes,,
log_2081_1708943169.xes,sudden,"[(3338, 3338)]"
log_2082_1708943180.xes,,
log_2083_1708943183.xes,,
log_2084_1708943184.xes,sudden,"[(1785, 1785)]"
log_2085_1708943187.xes,"sudden, sudden","[(2367, 2367), (4221, 4221)]"
log_2086_1708943196.xes,"gradual, sudden","[(1556, 1974), (4469, 4469)]"
log_2087_1708943200.xes,sudden,"[(1650, 1650)]"
log_2088_1708943209.xes,,
log_2089_1708943216.xes,,
log_208_1708942812.xes,,
log_2090_1708943218.xes,,
log_2091_1708943071.xes,,
log_2092_1708943076.xes,"sudden, sudden","[(1795, 1795), (3500, 3500)]"
log_2093_1708943078.xes,sudden,"[(2123, 2123)]"
log_2094_1708943082.xes,"sudden, sudden","[(1844, 1844), (3970, 3970)]"
log_2095_1708943089.xes,sudden,"[(1808, 1808)]"
log_2096_1708943091.xes,gradual,"[(1450, 1492)]"
log_2097_1708943094.xes,sudden,"[(1889, 1889)]"
log_2098_1708943101.xes,,
log_2099_1708943103.xes,"sudden, sudden, sudden","[(1662, 1662), (3527, 3527), (5034, 5034)]"
log_209_1708942817.xes,sudden,"[(1830, 1830)]"
log_20_1708942823.xes,"sudden, sudden, sudden","[(1264, 1264), (2733, 2733), (4935, 4935)]"
log_2100_1708943109.xes,,
log_2101_1708943110.xes,sudden,"[(1161, 1161)]"
log_2102_1708943115.xes,sudden,"[(1506, 1506)]"
log_2103_1708943117.xes,sudden,"[(4045, 4045)]"
log_2104_1708943128.xes,"sudden, sudden, sudden","[(2085, 2085), (3293, 3293), (4830, 4830)]"
log_2105_1708943134.xes,sudden,"[(1466, 1466)]"
log_2106_1708943134.xes,"sudden, sudden","[(1884, 1884), (3397, 3397)]"
log_2107_1708943137.xes,sudden,"[(2576, 2576)]"
log_2108_1708943141.xes,,
log_2109_1708943162.xes,"sudden, sudden","[(1652, 1652), (3287, 3287)]"
log_210_1708942822.xes,sudden,"[(1682, 1682)]"
log_2110_1708943166.xes,gradual,"[(2882, 3943)]"
log_2111_1708943169.xes,sudden,"[(1130, 1130)]"
log_2112_1708943172.xes,sudden,"[(2338, 2338)]"
log_2113_1708943177.xes,"sudden, sudden","[(1724, 1724), (3400, 3400)]"
log_2114_1708943181.xes,,
log_2115_1708943188.xes,sudden,"[(1310, 1310)]"
log_2116_1708943191.xes,gradual,"[(5018, 5595)]"
log_2117_1708943196.xes,sudden,"[(1785, 1785)]"
log_2118_1708943198.xes,sudden,"[(2100, 2100)]"
log_2119_1708943200.xes,"sudden, sudden","[(1410, 1410), (2895, 2895)]"
log_211_1708942825.xes,,
log_2120_1708943204.xes,,
log_2121_1708943207.xes,sudden,"[(2451, 2451)]"
log_2122_1708943211.xes,,
log_2123_1708943220.xes,,
log_2124_1708943222.xes,,
log_2125_1708943225.xes,"sudden, sudden, sudden","[(1882, 1882), (3957, 3957), (5113, 5113)]"
log_2126_1708943227.xes,sudden,"[(1654, 1654)]"
log_2127_1708943236.xes,,
log_2128_1708943243.xes,,
log_2129_1708943077.xes,sudden,"[(3738, 3738)]"
log_212_1708942832.xes,"sudden, sudden","[(1077, 1077), (3691, 3691)]"
log_2130_1708943097.xes,,
log_2131_1708943100.xes,,
log_2132_1708943108.xes,"sudden, sudden, sudden","[(1729, 1729), (3715, 3715), (5718, 5718)]"
log_2133_1708943113.xes,sudden,"[(1757, 1757)]"
log_2134_1708943116.xes,sudden,"[(1732, 1732)]"
log_2135_1708943122.xes,,
log_2136_1708943123.xes,,
log_2137_1708943132.xes,,
log_2138_1708943142.xes,sudden,"[(1481, 1481)]"
log_2139_1708943145.xes,,
log_213_1708942834.xes,,
log_2140_1708943150.xes,,
log_2141_1708943156.xes,"sudden, sudden","[(1817, 1817), (2932, 2932)]"
log_2142_1708943159.xes,sudden,"[(1550, 1550)]"
log_2143_1708943165.xes,"sudden, sudden","[(1692, 1692), (2896, 2896)]"
log_2144_1708943168.xes,,
log_2145_1708943172.xes,"sudden, sudden","[(1178, 1178), (3938, 3938)]"
log_2146_1708943185.xes,"sudden, sudden, sudden","[(1141, 1141), (2792, 2792), (4796, 4796)]"
log_2147_1708943193.xes,,
log_2148_1708943194.xes,,
log_2149_1708943201.xes,sudden,"[(3704, 3704)]"
log_214_1708942839.xes,,
log_2150_1708943204.xes,,
log_2151_1708943207.xes,sudden,"[(1789, 1789)]"
log_2152_1708943210.xes,"sudden, sudden","[(1398, 1398), (2607, 2607)]"
log_2153_1708943215.xes,,
log_2154_1708943217.xes,sudden,"[(2489, 2489)]"
log_2155_1708943224.xes,"sudden, sudden","[(2516, 2516), (3901, 3901)]"
log_2156_1708943229.xes,,
log_2157_1708943230.xes,sudden,"[(1774, 1774)]"
log_2158_1708943234.xes,,
log_2159_1708943241.xes,"sudden, sudden","[(1278, 1278), (2752, 2752)]"
log_215_1708942846.xes,,
log_2160_1708943245.xes,sudden,"[(2184, 2184)]"
log_2161_1708943248.xes,,
log_2162_1708943253.xes,,
log_2163_1708943262.xes,sudden,"[(1575, 1575)]"
log_2164_1708943269.xes,"sudden, sudden","[(1486, 1486), (3519, 3519)]"
log_2165_1708943273.xes,,
log_2166_1708943278.xes,,
log_2167_1708943083.xes,,
log_2168_1708943090.xes,sudden,"[(3784, 3784)]"
log_2169_1708943098.xes,"sudden, sudden","[(1608, 1608), (2895, 2895)]"
log_216_1708942849.xes,,
log_2170_1708943102.xes,,
log_2171_1708943105.xes,,
log_2172_1708943115.xes,,
log_2173_1708943124.xes,"sudden, sudden, sudden","[(1381, 1381), (2587, 2587), (3940, 3940)]"
log_2174_1708943130.xes,sudden,"[(1065, 1065)]"
log_2175_1708943132.xes,sudden,"[(1818, 1818)]"
log_2176_1708943140.xes,,
log_2177_1708943142.xes,sudden,"[(1866, 1866)]"
log_2178_1708943152.xes,"sudden, sudden","[(1685, 1685), (3635, 3635)]"
log_2179_1708943162.xes,sudden,"[(1800, 1800)]"
log_217_1708942853.xes,,
log_2180_1708943166.xes,sudden,"[(1341, 1341)]"
log_2181_1708943168.xes,,
log_2182_1708943169.xes,"sudden, sudden","[(1369, 1369), (2385, 2385)]"
log_2183_1708943172.xes,,
log_2184_1708943173.xes,sudden,"[(1528, 1528)]"
log_2185_1708943178.xes,sudden,"[(2615, 2615)]"
log_2186_1708943190.xes,"sudden, sudden","[(2042, 2042), (5582, 5582)]"
log_2187_1708943203.xes,"sudden, sudden, sudden","[(1462, 1462), (2536, 2536), (4071, 4071)]"
log_2188_1708943208.xes,,
log_2189_1708943214.xes,sudden,"[(1403, 1403)]"
log_218_1708942854.xes,,
log_2190_1708943217.xes,,
log_2191_1708943222.xes,"sudden, sudden","[(1483, 1483), (3374, 3374)]"
log_2192_1708943226.xes,"sudden, sudden","[(1778, 1778), (3695, 3695)]"
log_2193_1708943231.xes,,
log_2194_1708943233.xes,,
log_2195_1708943236.xes,,
log_2196_1708943243.xes,sudden,"[(1607, 1607)]"
log_2197_1708943244.xes,sudden,"[(1655, 1655)]"
log_2198_1708943258.xes,,
log_2199_1708943260.xes,,
log_219_1708942859.xes,sudden,"[(1381, 1381)]"
log_21_1708942830.xes,sudden,"[(2191, 2191)]"
log_2200_1708943267.xes,,
log_2201_1708943272.xes,sudden,"[(1843, 1843)]"
log_2202_1708943277.xes,sudden,"[(2372, 2372)]"
log_2203_1708943283.xes,sudden,"[(4032, 4032)]"
log_2204_1708943291.xes,sudden,"[(1258, 1258)]"
log_2205_1708943085.xes,,
log_2206_1708943087.xes,,
log_2207_1708943091.xes,,
log_2208_1708943095.xes,sudden,"[(2261, 2261)]"
log_2209_1708943107.xes,sudden,"[(1609, 1609)]"
log_220_1708942862.xes,,
log_2210_1708943110.xes,,
log_2211_1708943123.xes,sudden,"[(1516, 1516)]"
log_2212_1708943132.xes,sudden,"[(1629, 1629)]"
log_2213_1708943138.xes,,
log_2214_1708943142.xes,sudden,"[(1719, 1719)]"
log_2215_1708943143.xes,,
log_2216_1708943150.xes,"sudden, sudden","[(2060, 2060), (6454, 6454)]"
log_2217_1708943154.xes,,
log_2218_1708943156.xes,sudden,"[(1329, 1329)]"
log_2219_1708943158.xes,,
log_221_1708942871.xes,"sudden, sudden, sudden","[(2100, 2100), (3811, 3811), (5710, 5710)]"
log_2220_1708943160.xes,sudden,"[(2689, 2689)]"
log_2221_1708943165.xes,sudden,"[(1284, 1284)]"
log_2222_1708943168.xes,sudden,"[(1915, 1915)]"
log_2223_1708943171.xes,sudden,"[(1788, 1788)]"
log_2224_1708943173.xes,,
log_2225_1708943178.xes,"sudden, sudden","[(1323, 1323), (2456, 2456)]"
log_2226_1708943187.xes,,
log_2227_1708943192.xes,"sudden, sudden, sudden, sudden","[(1643, 1643), (3590, 3590), (5630, 5630), (6779, 6779)]"
log_2228_1708943197.xes,,
log_2229_1708943201.xes,"sudden, sudden","[(2018, 2018), (3604, 3604)]"
log_222_1708942874.xes,,
log_2230_1708943206.xes,,
log_2231_1708943209.xes,sudden,"[(1688, 1688)]"
log_2232_1708943212.xes,,
log_2233_1708943217.xes,sudden,"[(1709, 1709)]"
log_2234_1708943219.xes,sudden,"[(2206, 2206)]"
log_2235_1708943231.xes,sudden,"[(1712, 1712)]"
log_2236_1708943234.xes,"sudden, sudden, sudden","[(1391, 1391), (3329, 3329), (5680, 5680)]"
log_2237_1708943238.xes,"sudden, sudden","[(2194, 2194), (4356, 4356)]"
log_2238_1708943241.xes,"sudden, sudden","[(1932, 1932), (3258, 3258)]"
log_2239_1708943247.xes,sudden,"[(1877, 1877)]"
log_223_1708942875.xes,"gradual, sudden","[(1957, 2856), (4799, 4799)]"
log_2240_1708943250.xes,sudden,"[(1687, 1687)]"
log_2241_1708943260.xes,"sudden, sudden","[(1783, 1783), (3432, 3432)]"
log_2242_1708943265.xes,"sudden, sudden","[(1279, 1279), (2141, 2141)]"
log_2243_1708943087.xes,,
log_2244_1708943092.xes,sudden,"[(2039, 2039)]"
log_2245_1708943100.xes,,
log_2246_1708943104.xes,sudden,"[(1368, 1368)]"
log_2247_1708943106.xes,"sudden, sudden, sudden","[(1875, 1875), (4271, 4271), (6383, 6383)]"
log_2248_1708943111.xes,,
log_2249_1708943111.xes,sudden,"[(3671, 3671)]"
log_224_1708942886.xes,"sudden, sudden, sudden","[(1789, 1789), (2917, 2917), (4434, 4434)]"
log_2250_1708943124.xes,,
log_2251_1708943126.xes,,
log_2252_1708943131.xes,,
log_2253_1708943133.xes,,
log_2254_1708943141.xes,,
log_2255_1708943147.xes,"sudden, sudden","[(2121, 2121), (3498, 3498)]"
log_2256_1708943150.xes,,
log_2257_1708943156.xes,sudden,"[(3940, 3940)]"
log_2258_1708943163.xes,sudden,"[(4828, 4828)]"
log_2259_1708943181.xes,"sudden, sudden, sudden","[(1836, 1836), (3447, 3447), (4899, 4899)]"
log_225_1708942890.xes,,
log_2260_1708943189.xes,,
log_2261_1708943190.xes,,
log_2262_1708943194.xes,,
log_2263_1708943195.xes,sudden,"[(1865, 1865)]"
log_2264_1708943200.xes,sudden,"[(1053, 1053)]"
log_2265_1708943202.xes,"sudden, sudden, sudden","[(1666, 1666), (2794, 2794), (4396, 4396)]"
log_2266_1708943207.xes,sudden,"[(1986, 1986)]"
log_2267_1708943214.xes,,
log_2268_1708943215.xes,sudden,"[(1537, 1537)]"
log_2269_1708943220.xes,,
log_226_1708942897.xes,,
log_2270_1708943221.xes,,
log_2271_1708943227.xes,sudden,"[(1689, 1689)]"
log_2272_1708943229.xes,,
log_2273_1708943237.xes,sudden,"[(1812, 1812)]"
log_2274_1708943238.xes,"sudden, sudden, sudden","[(1740, 1740), (3306, 3306), (4569, 4569)]"
log_2275_1708943243.xes,,
log_2276_1708943249.xes,,
log_2277_1708943258.xes,sudden,"[(1642, 1642)]"
log_2278_1708943264.xes,gradual,"[(1719, 2844)]"
log_2279_1708943266.xes,sudden,"[(3896, 3896)]"
log_227_1708942901.xes,,
log_2280_1708943273.xes,,
log_2281_1708943090.xes,,
log_2282_1708943093.xes,,
log_2283_1708943097.xes,,
log_2284_1708943105.xes,,
log_2285_1708943113.xes,sudden,"[(1961, 1961)]"
log_2286_1708943116.xes,,
log_2287_1708943122.xes,,
log_2288_1708943131.xes,,
log_2289_1708943139.xes,,
log_228_1708942902.xes,,
log_2290_1708943150.xes,sudden,"[(1649, 1649)]"
log_2291_1708943152.xes,,
log_2292_1708943154.xes,sudden,"[(2492, 2492)]"
log_2293_1708943163.xes,sudden,"[(1308, 1308)]"
log_2294_1708943166.xes,"sudden, sudden","[(1741, 1741), (3382, 3382)]"
log_2295_1708943168.xes,,
log_2296_1708943172.xes,,
log_2297_1708943178.xes,,
log_2298_1708943182.xes,sudden,"[(1322, 1322)]"
log_2299_1708943184.xes,sudden,"[(1980, 1980)]"
log_229_1708942732.xes,,
log_22_1708942833.xes,"sudden, sudden","[(1733, 1733), (3065, 3065)]"
log_2300_1708943187.xes,,
log_2301_1708943195.xes,"sudden, sudden","[(2057, 2057), (3553, 3553)]"
log_2302_1708943201.xes,"sudden, sudden","[(1857, 1857), (3672, 3672)]"
log_2303_1708943204.xes,sudden,"[(1792, 1792)]"
log_2304_1708943208.xes,"sudden, sudden","[(1724, 1724), (4047, 4047)]"
log_2305_1708943218.xes,,
log_2306_1708943229.xes,sudden,"[(1254, 1254)]"
log_2307_1708943239.xes,sudden,"[(1766, 1766)]"
log_2308_1708943242.xes,,
log_2309_1708943255.xes,,
log_230_1708942735.xes,,
log_2310_1708943258.xes,sudden,"[(1983, 1983)]"
log_2311_1708943261.xes,,
log_2312_1708943267.xes,,
log_2313_1708943274.xes,"sudden, sudden","[(1615, 1615), (3475, 3475)]"
log_2314_1708943279.xes,sudden,"[(2511, 2511)]"
log_2315_1708943294.xes,gradual,"[(1831, 2330)]"
log_2316_1708943301.xes,"sudden, sudden, sudden","[(1273, 1273), (3144, 3144), (4491, 4491)]"
log_2317_1708943307.xes,,
log_2318_1708943312.xes,,
log_2319_1708943093.xes,,
log_231_1708942742.xes,sudden,"[(1864, 1864)]"
log_2320_1708943095.xes,"sudden, sudden","[(1822, 1822), (3527, 3527)]"
log_2321_1708943101.xes,sudden,"[(1778, 1778)]"
log_2322_1708943105.xes,sudden,"[(1645, 1645)]"
log_2323_1708943107.xes,sudden,"[(1009, 1009)]"
log_2324_1708943110.xes,,
log_2325_1708943122.xes,,
log_2326_1708943126.xes,,
log_2327_1708943134.xes,"gradual, sudden","[(2140, 3121), (5606, 5606)]"
log_2328_1708943149.xes,,
log_2329_1708943152.xes,"sudden, sudden","[(1649, 1649), (3153, 3153)]"
log_232_1708942744.xes,,
log_2330_1708943156.xes,sudden,"[(1355, 1355)]"
log_2331_1708943158.xes,,
log_2332_1708943172.xes,sudden,"[(2165, 2165)]"
log_2333_1708943177.xes,,
log_2334_1708943184.xes,sudden,"[(1499, 1499)]"
log_2335_1708943192.xes,sudden,"[(1440, 1440)]"
log_2336_1708943196.xes,sudden,"[(1788, 1788)]"
log_2337_1708943203.xes,sudden,"[(1626, 1626)]"
log_2338_1708943207.xes,,
log_2339_1708943209.xes,sudden,"[(1471, 1471)]"
log_233_1708942754.xes,sudden,"[(1541, 1541)]"
log_2340_1708943212.xes,sudden,"[(2774, 2774)]"
log_2341_1708943215.xes,,
log_2342_1708943219.xes,"sudden, sudden","[(2031, 2031), (3763, 3763)]"
log_2343_1708943223.xes,sudden,"[(2120, 2120)]"
log_2344_1708943226.xes,sudden,"[(1508, 1508)]"
log_2345_1708943230.xes,,
log_2346_1708943232.xes,,
log_2347_1708943235.xes,sudden,"[(2175, 2175)]"
log_2348_1708943241.xes,,
log_2349_1708943246.xes,,
log_234_1708942756.xes,,
log_2350_1708943249.xes,sudden,"[(1510, 1510)]"
log_2351_1708943254.xes,,
log_2352_1708943264.xes,sudden,"[(1286, 1286)]"
log_2353_1708943266.xes,,
log_2354_1708943272.xes,sudden,"[(1889, 1889)]"
log_2355_1708943275.xes,sudden,"[(2235, 2235)]"
log_2356_1708943284.xes,sudden,"[(1815, 1815)]"
log_2357_1708943097.xes,sudden,"[(1975, 1975)]"
log_2358_1708943100.xes,"sudden, sudden","[(1634, 1634), (3676, 3676)]"
log_2359_1708943107.xes,sudden,"[(1098, 1098)]"
log_235_1708942760.xes,,
log_2360_1708943108.xes,,
log_2361_1708943113.xes,,
log_2362_1708943113.xes,,
log_2363_1708943115.xes,,
log_2364_1708943123.xes,sudden,"[(1510, 1510)]"
log_2365_1708943126.xes,sudden,"[(1004, 1004)]"
log_2366_1708943128.xes,sudden,"[(1336, 1336)]"
log_2367_1708943133.xes,"sudden, sudden, sudden, sudden","[(784, 784), (1839, 1839), (3435, 3435), (4886, 4886)]"
log_2368_1708943136.xes,,
log_2369_1708943141.xes,sudden,"[(1652, 1652)]"
log_236_1708942771.xes,"sudden, sudden","[(1428, 1428), (3860, 3860)]"
log_2370_1708943142.xes,sudden,"[(1173, 1173)]"
log_2371_1708943144.xes,sudden,"[(1093, 1093)]"
log_2372_1708943151.xes,sudden,"[(4715, 4715)]"
log_2373_1708943163.xes,,
log_2374_1708943165.xes,,
log_2375_1708943169.xes,,
log_2376_1708943171.xes,"sudden, sudden","[(1135, 1135), (1925, 1925)]"
log_2377_1708943174.xes,"sudden, sudden","[(1978, 1978), (4215, 4215)]"
log_2378_1708943178.xes,,
log_2379_1708943180.xes,sudden,"[(1526, 1526)]"
log_237_1708942775.xes,"sudden, sudden, sudden","[(1342, 1342), (3438, 3438), (5304, 5304)]"
log_2380_1708943190.xes,,
log_2381_1708943192.xes,,
log_2382_1708943193.xes,sudden,"[(2272, 2272)]"
log_2383_1708943200.xes,,
log_2384_1708943207.xes,sudden,"[(2407, 2407)]"
log_2385_1708943222.xes,,
log_2386_1708943227.xes,sudden,"[(1944, 1944)]"
log_2387_1708943231.xes,,
log_2388_1708943237.xes,sudden,"[(1917, 1917)]"
log_2389_1708943240.xes,,
log_238_1708942783.xes,,
log_2390_1708943243.xes,sudden,"[(1604, 1604)]"
log_2391_1708943245.xes,"sudden, sudden","[(1833, 1833), (3538, 3538)]"
log_2392_1708943251.xes,,
log_2393_1708943255.xes,,
log_2394_1708943260.xes,,
log_2395_1708943100.xes,,
log_2396_1708943105.xes,"sudden, sudden, sudden","[(1647, 1647), (3603, 3603), (5515, 5515)]"
log_2397_1708943108.xes,,
log_2398_1708943118.xes,,
log_2399_1708943120.xes,"sudden, sudden","[(1564, 1564), (3216, 3216)]"
log_239_1708942785.xes,sudden,"[(1677, 1677)]"
log_23_1708942837.xes,sudden,"[(1445, 1445)]"
log_2400_1708943124.xes,,
log_2401_1708943136.xes,,
log_2402_1708943143.xes,sudden,"[(3231, 3231)]"
log_2403_1708943145.xes,sudden,"[(1467, 1467)]"
log_2404_1708943148.xes,sudden,"[(1814, 1814)]"
log_2405_1708943151.xes,sudden,"[(1856, 1856)]"
log_2406_1708943154.xes,,
log_2407_1708943155.xes,,
log_2408_1708943160.xes,,
log_2409_1708943162.xes,,
log_240_1708942793.xes,"gradual, sudden","[(2700, 3289), (4992, 4992)]"
log_2410_1708943180.xes,"sudden, sudden","[(1499, 1499), (2551, 2551)]"
log_2411_1708943183.xes,,
log_2412_1708943190.xes,sudden,"[(1399, 1399)]"
log_2413_1708943192.xes,"sudden, sudden","[(2016, 2016), (3886, 3886)]"
log_2414_1708943198.xes,"sudden, sudden","[(1678, 1678), (3320, 3320)]"
log_2415_1708943203.xes,sudden,"[(1680, 1680)]"
log_2416_1708943209.xes,sudden,"[(1553, 1553)]"
log_2417_1708943212.xes,,
log_2418_1708943221.xes,"sudden, sudden","[(1350, 1350), (3125, 3125)]"
log_2419_1708943227.xes,,
log_241_1708942803.xes,,
log_2420_1708943236.xes,sudden,"[(996, 996)]"
log_2421_1708943238.xes,"sudden, sudden, sudden","[(1774, 1774), (3215, 3215), (5415, 5415)]"
log_2422_1708943242.xes,sudden,"[(1111, 1111)]"
log_2423_1708943246.xes,sudden,"[(1980, 1980)]"
log_2424_1708943260.xes,"sudden, sudden","[(1973, 1973), (3774, 3774)]"
log_2425_1708943266.xes,,
log_2426_1708943271.xes,sudden,"[(1959, 1959)]"
log_2427_1708943276.xes,sudden,"[(1382, 1382)]"
log_2428_1708943278.xes,"sudden, sudden","[(1345, 1345), (2681, 2681)]"
log_2429_1708943284.xes,,
log_242_1708942805.xes,"sudden, sudden","[(1105, 1105), (3333, 3333)]"
log_2430_1708943286.xes,,
log_2431_1708943292.xes,sudden,"[(1588, 1588)]"
log_2432_1708943311.xes,sudden,"[(1454, 1454)]"
log_2433_1708943102.xes,"sudden, sudden","[(2055, 2055), (4013, 4013)]"
log_2434_1708943108.xes,,
log_2435_1708943116.xes,sudden,"[(1279, 1279)]"
log_2436_1708943128.xes,"sudden, sudden","[(1794, 1794), (3602, 3602)]"
log_2437_1708943137.xes,,
log_2438_1708943138.xes,,
log_2439_1708943145.xes,sudden,"[(1891, 1891)]"
log_243_1708942809.xes,,
log_2440_1708943149.xes,"sudden, sudden","[(1190, 1190), (2983, 2983)]"
log_2441_1708943154.xes,,
log_2442_1708943161.xes,sudden,"[(1391, 1391)]"
log_2443_1708943165.xes,,
