,log_name,complexity,actual_cp,detected_cp,log_size,lag_indices,TP,FP,FN_TP,lag
584,Atomic_ConditionalToSequence_output_ConditionalToSequence,na,"[999, 1999]","[1946, 958]",2999,599,2,0,2,0.2
585,Atomic_Frequency_output_Frequency_2,na,"[999, 1999]","[1944, 930]",2999,599,2,0,2,0.2
586,Atomic_Loop_output_Loop_5,na,"[999, 1999]","[929, 1945]",2999,599,2,0,2,0.2
587,Atomic_Frequency_output_Frequency,na,"[999, 1999]","[1944, 930]",2999,599,2,0,2,0.2
588,Atomic_Loop_output_Loop_2,na,"[999, 1999]","[929, 1945]",2999,599,2,0,2,0.2
589,Atomic_ParallelMove_output_ParallelMove_5,na,"[999, 1999]","[928, 1917]",2999,599,2,0,2,0.2
590,Atomic_Loop_output_Loop,na,"[999, 1999]","[929, 1945]",2999,599,2,0,2,0.2
591,Atomic_ParallelMove_output_ParallelMove_2,na,"[999, 1999]","[1945, 930]",2999,599,2,0,2,0.2
592,Atomic_ParallelRemoval_output_ParallelRemoval_5,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
593,Atomic_ParallelMove_output_ParallelMove,na,"[999, 1999]","[928, 1917]",2999,599,2,0,2,0.2
594,Atomic_ParallelRemoval_output_ParallelRemoval_2,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
595,Atomic_ParallelToSequence_output_ParallelToSequence_5,na,"[999, 1999]","[929, 1946]",2999,599,2,0,2,0.2
596,Atomic_ParallelRemoval_output_ParallelRemoval,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
597,Atomic_ParallelToSequence_output_ParallelToSequence_2,na,"[999, 1999]","[929, 1916]",2999,599,2,0,2,0.2
598,Atomic_SerialMove_output_SerialMove_5,na,"[999, 1999]","[1944, 930]",2999,599,2,0,2,0.2
599,Atomic_ParallelToSequence_output_ParallelToSequence,na,"[999, 1999]","[929, 1916]",2999,599,2,0,2,0.2
600,Atomic_SerialMove_output_SerialMove_2,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
601,Atomic_SerialRemoval_output_SerialRemoval_5,na,"[999, 1999]","[931, 1943]",2999,599,2,0,2,0.2
602,Atomic_SerialMove_output_SerialMove,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
603,Atomic_SerialRemoval_output_SerialRemoval_2,na,"[999, 1999]","[931, 1943]",2999,599,2,0,2,0.2
604,Atomic_Skip_output_Skip_5,na,"[999, 1999]","[958, 1944]",2999,599,2,0,2,0.2
605,Atomic_SerialRemoval_output_SerialRemoval,na,"[999, 1999]","[931, 1943]",2999,599,2,0,2,0.2
606,Atomic_Skip_output_Skip_2,na,"[999, 1999]","[1944, 929]",2999,599,2,0,2,0.2
607,Atomic_Substitute_output_Substitute_5,na,"[999, 1999]","[1944, 930]",2999,599,2,0,2,0.2
608,Atomic_Skip_output_Skip,na,"[999, 1999]","[929, 1944]",2999,599,2,0,2,0.2
609,Atomic_Substitute_output_Substitute_2,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
610,Atomic_Swap_output_Swap_5,na,"[999, 1999]","[1947, 929]",2999,599,2,0,2,0.2
611,Atomic_Substitute_output_Substitute,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
612,Atomic_Swap_output_Swap_2,na,"[999, 1999]","[929, 1947]",2999,599,2,0,2,0.2
613,Atomic_Swap_output_Swap,na,"[999, 1999]","[929, 1947]",2999,599,2,0,2,0.2
614,Atomic_ConditionalMove_output_ConditionalMove_2,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
615,Atomic_ConditionalMove_output_ConditionalMove_5,na,"[999, 1999]","[930, 1944]",2999,599,2,0,2,0.2
616,sudden_trace_noise0_1000_lp,na,[499],[490],1000,200,1,0,1,0.2
617,sudden_trace_noise0_1000_OIR,na,[499],[500],1000,200,1,0,1,0.2
618,sudden_trace_noise0_1000_pm,na,[499],[500],1000,200,1,0,1,0.2
619,sudden_trace_noise0_1000_rp,na,[499],[500],1000,200,1,0,1,0.2
620,sudden_trace_noise0_1000_sw,na,[499],[500],1000,200,1,0,1,0.2
621,sudden_trace_noise0_1000_cf,na,[499],[490],1000,200,1,0,1,0.2
622,sudden_trace_noise0_1000_cp,na,[499],[500],1000,200,1,0,1,0.2
623,sudden_trace_noise0_1000_IOR,na,[499],[500],1000,200,1,0,1,0.2
624,sudden_trace_noise0_1000_IRO,na,[499],[500],1000,200,1,0,1,0.2
625,sudden_trace_noise0_1000_pl,na,[499],[],1000,200,0,0,1,0.2
626,sudden_trace_noise0_1000_re,na,[499],[500],1000,200,1,0,1,0.2
627,sudden_trace_noise0_1000_RIO,na,[499],[],1000,200,0,0,1,0.2
628,sudden_trace_noise0_1000_ROI,na,[499],[490],1000,200,1,0,1,0.2
629,sudden_trace_noise10_1000_pl,na,[499],[],1000,200,0,0,1,0.2
630,sudden_trace_noise10_1000_pm,na,[499],[500],1000,200,1,0,1,0.2
631,sudden_trace_noise10_1000_re,na,[499],[500],1000,200,1,0,1,0.2
632,sudden_trace_noise10_1000_RIO,na,[499],[],1000,200,0,0,1,0.2
633,sudden_trace_noise10_1000_ROI,na,[499],[500],1000,200,1,0,1,0.2
634,sudden_trace_noise10_1000_rp,na,[499],[500],1000,200,1,0,1,0.2
635,sudden_trace_noise10_1000_sw,na,[499],[500],1000,200,1,0,1,0.2
636,sudden_trace_noise5_1000_cb,na,[499],[500],1000,200,1,0,1,0.2
637,sudden_trace_noise5_1000_cd,na,[499],[],1000,200,0,0,1,0.2
638,sudden_trace_noise5_1000_cf,na,[499],[],1000,200,0,0,1,0.2
639,sudden_trace_noise5_1000_cp,na,[499],[500],1000,200,1,0,1,0.2
640,sudden_trace_noise5_1000_IRO,na,[499],[500],1000,200,1,0,1,0.2
641,sudden_trace_noise5_1000_lp,na,[499],[],1000,200,0,0,1,0.2
642,sudden_trace_noise0_1000_cb,na,[499],[500],1000,200,1,0,1,0.2
643,sudden_trace_noise0_1000_cd,na,[499],[],1000,200,0,0,1,0.2
644,sudden_trace_noise10_1000_cb,na,[499],[500],1000,200,1,0,1,0.2
645,sudden_trace_noise10_1000_cd,na,[499],[],1000,200,0,0,1,0.2
646,sudden_trace_noise10_1000_cf,na,[499],[490],1000,200,1,0,1,0.2
647,sudden_trace_noise10_1000_cp,na,[499],[500],1000,200,1,0,1,0.2
648,sudden_trace_noise10_1000_IOR,na,[499],[500],1000,200,1,0,1,0.2
649,sudden_trace_noise10_1000_IRO,na,[499],[500],1000,200,1,0,1,0.2
650,sudden_trace_noise10_1000_lp,na,[499],[490],1000,200,1,0,1,0.2
651,sudden_trace_noise10_1000_OIR,na,[499],[500],1000,200,1,0,1,0.2
652,sudden_trace_noise15_1000_cb,na,[499],[501],1000,200,1,0,1,0.2
653,sudden_trace_noise15_1000_cd,na,[499],[],1000,200,0,0,1,0.2
654,sudden_trace_noise15_1000_cf,na,[499],[491],1000,200,1,0,1,0.2
655,sudden_trace_noise15_1000_cp,na,[499],[500],1000,200,1,0,1,0.2
656,sudden_trace_noise15_1000_IOR,na,[499],[500],1000,200,1,0,1,0.2
657,sudden_trace_noise15_1000_IRO,na,[499],[500],1000,200,1,0,1,0.2
658,sudden_trace_noise15_1000_lp,na,[499],[],1000,200,0,0,1,0.2
659,sudden_trace_noise15_1000_OIR,na,[499],[500],1000,200,1,0,1,0.2
660,sudden_trace_noise15_1000_pl,na,[499],[],1000,200,0,0,1,0.2
661,sudden_trace_noise15_1000_pm,na,[499],[500],1000,200,1,0,1,0.2
662,sudden_trace_noise15_1000_re,na,[499],[500],1000,200,1,0,1,0.2
663,sudden_trace_noise15_1000_RIO,na,[499],[490],1000,200,1,0,1,0.2
664,sudden_trace_noise15_1000_ROI,na,[499],[500],1000,200,1,0,1,0.2
665,sudden_trace_noise15_1000_rp,na,[499],[500],1000,200,1,0,1,0.2
666,sudden_trace_noise15_1000_sw,na,[499],[500],1000,200,1,0,1,0.2
667,sudden_trace_noise20_1000_cb,na,[499],[500],1000,200,1,0,1,0.2
668,sudden_trace_noise20_1000_cd,na,[499],[],1000,200,0,0,1,0.2
669,sudden_trace_noise20_1000_cf,na,[499],[490],1000,200,1,0,1,0.2
670,sudden_trace_noise20_1000_cp,na,[499],[500],1000,200,1,0,1,0.2
671,sudden_trace_noise20_1000_IOR,na,[499],[500],1000,200,1,0,1,0.2
672,sudden_trace_noise20_1000_IRO,na,[499],[501],1000,200,1,0,1,0.2
673,sudden_trace_noise20_1000_lp,na,[499],[500],1000,200,1,0,1,0.2
674,sudden_trace_noise20_1000_OIR,na,[499],[500],1000,200,1,0,1,0.2
675,sudden_trace_noise20_1000_pl,na,[499],[],1000,200,0,0,1,0.2
676,sudden_trace_noise20_1000_pm,na,[499],[500],1000,200,1,0,1,0.2
677,sudden_trace_noise20_1000_re,na,[499],[500],1000,200,1,0,1,0.2
678,sudden_trace_noise20_1000_RIO,na,[499],[501],1000,200,1,0,1,0.2
679,sudden_trace_noise20_1000_ROI,na,[499],[500],1000,200,1,0,1,0.2
680,sudden_trace_noise20_1000_rp,na,[499],[490],1000,200,1,0,1,0.2
681,sudden_trace_noise20_1000_sw,na,[499],[500],1000,200,1,0,1,0.2
682,sudden_trace_noise5_1000_OIR,na,[499],[500],1000,200,1,0,1,0.2
683,sudden_trace_noise5_1000_pl,na,[499],[],1000,200,0,0,1,0.2
684,sudden_trace_noise5_1000_pm,na,[499],[500],1000,200,1,0,1,0.2
685,sudden_trace_noise5_1000_re,na,[499],[501],1000,200,1,0,1,0.2
686,sudden_trace_noise5_1000_RIO,na,[499],[],1000,200,0,0,1,0.2
687,sudden_trace_noise5_1000_ROI,na,[499],[490],1000,200,1,0,1,0.2
688,sudden_trace_noise5_1000_rp,na,[499],[500],1000,200,1,0,1,0.2
689,sudden_trace_noise5_1000_sw,na,[499],[500],1000,200,1,0,1,0.2
