,log_name,drift_or_noise_id,drift_type,drift_attribute,change_trace_index,change_type,drift_traces_index
10483,log_6995_1708942696.xes,drift_1,sudden,change_info_1,"[98, 98, 98, 98]",sudden,[1564]
10484,log_6996_1708942697.xes,drift_1,sudden,change_info_1,"[95, 95, 95, 95]",sudden,[1604]
10485,log_6997_1708942698.xes,drift_1,gradual,change_info_1,"[88, 88, 112, 112]",gradual,"[1143, 1448]"
10486,log_6999_1708942702.xes,drift_1,sudden,change_info_1,"[74, 74, 74, 74]",sudden,[1909]
10487,log_6999_1708942702.xes,drift_2,gradual,change_info_1,"[136, 136, 149, 149]",gradual,"[3532, 3852]"
10488,log_7001_1708942707.xes,drift_1,gradual,change_info_1,"[46, 46, 61, 61]",gradual,"[1468, 1927]"
10489,log_7001_1708942707.xes,drift_2,gradual,change_info_1,"[94, 94, 110, 110]",gradual,"[2982, 3510]"
10490,log_7001_1708942707.xes,drift_3,gradual,change_info_1,"[142, 142, 156, 156]",gradual,"[4526, 4974]"
10491,log_7002_1708942709.xes,drift_1,sudden,change_info_1,"[72, 72, 72, 72]",sudden,[1565]
10492,log_7002_1708942709.xes,drift_2,gradual,change_info_1,"[135, 135, 155, 155]",gradual,"[2954, 3398]"
10493,log_7003_1708942711.xes,drift_1,gradual,change_info_1,"[56, 56, 72, 72]",gradual,"[1048, 1365]"
10494,log_7003_1708942711.xes,drift_2,gradual,change_info_1,"[136, 136, 154, 154]",gradual,"[2577, 2910]"
10495,log_7004_1708942712.xes,drift_1,sudden,change_info_1,"[112, 112, 112, 112]",sudden,[1892]
10496,log_7005_1708942713.xes,drift_1,gradual,change_info_1,"[67, 67, 81, 81]",gradual,"[1927, 2326]"
10497,log_7005_1708942713.xes,drift_2,gradual,change_info_1,"[137, 137, 158, 158]",gradual,"[3962, 4554]"
10498,log_7006_1708942716.xes,drift_1,sudden,change_info_1,"[46, 46, 46, 46]",sudden,[1036]
10499,log_7006_1708942716.xes,drift_2,gradual,change_info_1,"[109, 109, 126, 126]",gradual,"[2500, 2897]"
10500,log_7007_1708942717.xes,drift_1,gradual,change_info_1,"[40, 40, 55, 55]",gradual,"[1303, 1798]"
10501,log_7007_1708942717.xes,drift_2,sudden,change_info_1,"[101, 101, 101, 101]",sudden,[3306]
10502,log_7007_1708942717.xes,drift_3,sudden,change_info_1,"[142, 142, 142, 142]",sudden,[4684]
10503,log_7009_1708942722.xes,drift_1,gradual,change_info_1,"[77, 77, 98, 98]",gradual,"[1224, 1562]"
10504,log_7011_1708942724.xes,drift_1,sudden,change_info_1,"[92, 92, 92, 92]",sudden,[1470]
10505,log_7013_1708942727.xes,drift_1,sudden,change_info_1,"[96, 96, 96, 96]",sudden,[1333]
10506,log_7014_1708942728.xes,drift_1,gradual,change_info_1,"[103, 103, 135, 135]",gradual,"[1639, 2156]"
10507,log_7015_1708942729.xes,drift_1,sudden,change_info_1,"[91, 91, 91, 91]",sudden,[1090]
10508,log_7016_1708942730.xes,drift_1,gradual,change_info_1,"[74, 74, 95, 95]",gradual,"[1976, 2561]"
10509,log_7016_1708942730.xes,drift_2,sudden,change_info_1,"[152, 152, 152, 152]",sudden,[4081]
10510,log_7017_1708942733.xes,drift_1,gradual,change_info_1,"[59, 59, 78, 78]",gradual,"[1625, 2174]"
10511,log_7017_1708942733.xes,drift_2,gradual,change_info_1,"[130, 130, 142, 142]",gradual,"[3626, 3955]"
10512,log_7018_1708942734.xes,drift_1,sudden,change_info_1,"[55, 55, 55, 55]",sudden,[1474]
10513,log_7018_1708942734.xes,drift_2,sudden,change_info_1,"[99, 99, 99, 99]",sudden,[2660]
10514,log_7018_1708942734.xes,drift_3,sudden,change_info_1,"[153, 153, 153, 153]",sudden,[4115]
10515,log_7019_1708942736.xes,drift_1,sudden,change_info_1,"[125, 125, 125, 125]",sudden,[1618]
10516,log_7020_1708942737.xes,drift_1,sudden,change_info_1,"[42, 42, 42, 42]",sudden,[1131]
10517,log_7020_1708942737.xes,drift_2,gradual,change_info_1,"[107, 107, 128, 128]",gradual,"[2868, 3448]"
10518,log_7021_1708942740.xes,drift_1,sudden,change_info_1,"[127, 127, 127, 127]",sudden,[1774]
10519,log_7022_1708942741.xes,drift_1,sudden,change_info_1,"[134, 134, 134, 134]",sudden,[1997]
10520,log_7024_1708942747.xes,drift_1,sudden,change_info_1,"[56, 56, 56, 56]",sudden,[1773]
10521,log_7024_1708942747.xes,drift_2,sudden,change_info_1,"[116, 116, 116, 116]",sudden,[3688]
10522,log_7024_1708942747.xes,drift_3,sudden,change_info_1,"[165, 165, 165, 165]",sudden,[5256]
10523,log_7026_1708942750.xes,drift_1,sudden,change_info_1,"[59, 59, 59, 59]",sudden,[1864]
10524,log_7026_1708942750.xes,drift_2,gradual,change_info_1,"[107, 107, 117, 117]",gradual,"[3414, 3734]"
10525,log_7026_1708942750.xes,drift_3,sudden,change_info_1,"[159, 159, 159, 159]",sudden,[5077]
10526,log_7027_1708942752.xes,drift_1,gradual,change_info_1,"[49, 49, 65, 65]",gradual,"[1317, 1740]"
10527,log_7027_1708942752.xes,drift_2,sudden,change_info_1,"[112, 112, 112, 112]",sudden,[3000]
10528,log_7027_1708942752.xes,drift_3,sudden,change_info_1,"[158, 158, 158, 158]",sudden,[4243]
10529,log_7030_1708942758.xes,drift_1,sudden,change_info_1,"[72, 72, 72, 72]",sudden,[1783]
10530,log_7030_1708942758.xes,drift_2,sudden,change_info_1,"[147, 147, 147, 147]",sudden,[3670]
10531,log_7031_1708942761.xes,drift_1,sudden,change_info_1,"[37, 37, 37, 37]",sudden,[1269]
10532,log_7031_1708942761.xes,drift_2,gradual,change_info_1,"[91, 91, 100, 100]",gradual,"[3155, 3482]"
10533,log_7031_1708942761.xes,drift_3,gradual,change_info_1,"[153, 153, 166, 166]",gradual,"[5350, 5794]"
10534,log_7032_1708942764.xes,drift_1,sudden,change_info_1,"[54, 54, 54, 54]",sudden,[1754]
10535,log_7032_1708942764.xes,drift_2,gradual,change_info_1,"[107, 107, 119, 119]",gradual,"[3502, 3919]"
10536,log_7032_1708942764.xes,drift_3,gradual,change_info_1,"[155, 155, 166, 166]",gradual,"[5102, 5461]"
10537,log_7033_1708942767.xes,drift_1,sudden,change_info_1,"[103, 103, 103, 103]",sudden,[1230]
10538,log_7035_1708942770.xes,drift_1,gradual,change_info_1,"[52, 52, 65, 65]",gradual,"[1492, 1878]"
10539,log_7035_1708942770.xes,drift_2,gradual,change_info_1,"[131, 131, 151, 151]",gradual,"[3790, 4359]"
10540,log_7036_1708942772.xes,drift_1,gradual,change_info_1,"[63, 63, 80, 80]",gradual,"[1739, 2226]"
10541,log_7036_1708942772.xes,drift_2,gradual,change_info_1,"[127, 127, 148, 148]",gradual,"[3539, 4128]"
10542,log_7037_1708942775.xes,drift_1,gradual,change_info_1,"[98, 98, 117, 117]",gradual,"[1947, 2340]"
10543,log_7038_1708942778.xes,drift_1,sudden,change_info_1,"[85, 85, 85, 85]",sudden,[1770]
10544,log_7038_1708942778.xes,drift_2,sudden,change_info_1,"[134, 134, 134, 134]",sudden,[2807]
10545,log_7039_1708942780.xes,drift_1,gradual,change_info_1,"[44, 44, 59, 59]",gradual,"[1269, 1705]"
10546,log_7039_1708942780.xes,drift_2,gradual,change_info_1,"[96, 96, 109, 109]",gradual,"[2768, 3157]"
10547,log_7039_1708942780.xes,drift_3,sudden,change_info_1,"[163, 163, 163, 163]",sudden,[4700]
10548,log_7040_1708942782.xes,drift_1,gradual,change_info_1,"[50, 50, 69, 69]",gradual,"[1136, 1584]"
10549,log_7040_1708942782.xes,drift_2,sudden,change_info_1,"[155, 155, 155, 155]",sudden,[3546]
10550,log_7041_1708942784.xes,drift_1,gradual,change_info_1,"[55, 55, 72, 72]",gradual,"[1752, 2280]"
10551,log_7041_1708942784.xes,drift_2,gradual,change_info_1,"[133, 133, 146, 146]",gradual,"[4243, 4642]"
10552,log_7044_1708942786.xes,drift_1,gradual,change_info_1,"[90, 90, 121, 121]",gradual,"[1618, 2171]"
10553,log_7045_1708942793.xes,drift_1,sudden,change_info_1,"[88, 88, 88, 88]",sudden,[1482]
10554,log_7046_1708942793.xes,drift_1,sudden,change_info_1,"[48, 48, 48, 48]",sudden,[1181]
10555,log_7046_1708942793.xes,drift_2,gradual,change_info_1,"[117, 117, 133, 133]",gradual,"[2921, 3311]"
10556,log_7047_1708942795.xes,drift_1,gradual,change_info_1,"[59, 59, 72, 72]",gradual,"[1915, 2370]"
10557,log_7047_1708942795.xes,drift_2,sudden,change_info_1,"[107, 107, 107, 107]",sudden,[3500]
10558,log_7047_1708942795.xes,drift_3,gradual,change_info_1,"[141, 141, 156, 156]",gradual,"[4647, 5143]"
10559,log_7048_1708942798.xes,drift_1,gradual,change_info_1,"[31, 31, 43, 43]",gradual,"[1041, 1455]"
10560,log_7048_1708942798.xes,drift_2,sudden,change_info_1,"[94, 94, 94, 94]",sudden,[3176]
10561,log_7048_1708942798.xes,drift_3,gradual,change_info_1,"[142, 142, 158, 158]",gradual,"[4809, 5355]"
10562,log_7049_1708942803.xes,drift_1,sudden,change_info_1,"[61, 61, 61, 61]",sudden,[1383]
10563,log_7049_1708942803.xes,drift_2,gradual,change_info_1,"[111, 111, 127, 127]",gradual,"[2541, 2900]"
10564,log_7050_1708942804.xes,drift_1,gradual,change_info_1,"[84, 84, 117, 117]",gradual,"[1511, 2091]"
10565,log_7051_1708942806.xes,drift_1,sudden,change_info_1,"[93, 93, 93, 93]",sudden,[1301]
10566,log_7052_1708942807.xes,drift_1,gradual,change_info_1,"[52, 52, 68, 68]",gradual,"[1505, 1944]"
10567,log_7052_1708942807.xes,drift_2,sudden,change_info_1,"[104, 104, 104, 104]",sudden,[2998]
10568,log_7052_1708942807.xes,drift_3,sudden,change_info_1,"[161, 161, 161, 161]",sudden,[4651]
10569,log_7053_1708942812.xes,drift_1,sudden,change_info_1,"[42, 42, 42, 42]",sudden,[1249]
10570,log_7053_1708942812.xes,drift_2,sudden,change_info_1,"[78, 78, 78, 78]",sudden,[2333]
10571,log_7053_1708942812.xes,drift_3,gradual,change_info_1,"[132, 132, 150, 150]",gradual,"[3940, 4480]"
10572,log_7054_1708942815.xes,drift_1,gradual,change_info_1,"[42, 42, 57, 57]",gradual,"[1522, 2082]"
10573,log_7054_1708942815.xes,drift_2,gradual,change_info_1,"[105, 105, 121, 121]",gradual,"[3866, 4446]"
10574,log_7054_1708942815.xes,drift_3,sudden,change_info_1,"[160, 160, 160, 160]",sudden,[5905]
10575,log_7056_1708942818.xes,drift_1,gradual,change_info_1,"[53, 53, 74, 74]",gradual,"[1105, 1548]"
10576,log_7056_1708942818.xes,drift_2,gradual,change_info_1,"[130, 130, 148, 148]",gradual,"[2720, 3100]"
10577,log_7057_1708942645.xes,drift_1,gradual,change_info_1,"[92, 92, 110, 110]",gradual,"[1733, 2086]"
10578,log_7058_1708942648.xes,drift_1,gradual,change_info_1,"[41, 41, 53, 53]",gradual,"[1044, 1362]"
10579,log_7058_1708942648.xes,drift_2,gradual,change_info_1,"[107, 107, 126, 126]",gradual,"[2766, 3273]"
10580,log_7060_1708942651.xes,drift_1,gradual,change_info_1,"[97, 97, 126, 126]",gradual,"[1249, 1628]"
10581,log_7061_1708942652.xes,drift_1,gradual,change_info_1,"[98, 98, 114, 114]",gradual,"[1942, 2274]"
10582,log_7062_1708942656.xes,drift_1,gradual,change_info_1,"[99, 99, 98, 98]",gradual,"[1274, 1586]"
10583,log_7064_1708942658.xes,drift_1,gradual,change_info_1,"[54, 54, 71, 71]",gradual,"[1239, 1618]"
10584,log_7064_1708942658.xes,drift_2,sudden,change_info_1,"[118, 118, 118, 118]",sudden,[2714]
10585,log_7065_1708942660.xes,drift_1,sudden,change_info_1,"[61, 61, 61, 61]",sudden,[1155]
10586,log_7065_1708942660.xes,drift_2,sudden,change_info_1,"[139, 139, 139, 139]",sudden,[2641]
10587,log_7066_1708942661.xes,drift_1,sudden,change_info_1,"[50, 50, 50, 50]",sudden,[1640]
10588,log_7066_1708942661.xes,drift_2,sudden,change_info_1,"[105, 105, 105, 105]",sudden,[3438]
10589,log_7066_1708942661.xes,drift_3,sudden,change_info_1,"[162, 162, 162, 162]",sudden,[5336]
10590,log_7069_1708942668.xes,drift_1,gradual,change_info_1,"[44, 44, 52, 52]",gradual,"[1689, 2003]"
10591,log_7069_1708942668.xes,drift_2,gradual,change_info_1,"[92, 92, 101, 101]",gradual,"[3554, 3906]"
10592,log_7069_1708942668.xes,drift_3,gradual,change_info_1,"[146, 146, 157, 157]",gradual,"[5667, 6095]"
10593,log_7071_1708942676.xes,drift_1,gradual,change_info_1,"[55, 55, 70, 70]",gradual,"[1352, 1733]"
10594,log_7071_1708942676.xes,drift_2,gradual,change_info_1,"[129, 129, 151, 151]",gradual,"[3207, 3764]"
10595,log_7072_1708942678.xes,drift_1,gradual,change_info_1,"[61, 61, 78, 78]",gradual,"[1694, 2160]"
10596,log_7072_1708942678.xes,drift_2,gradual,change_info_1,"[148, 148, 164, 164]",gradual,"[4125, 4585]"
10597,log_7074_1708942683.xes,drift_1,gradual,change_info_1,"[74, 74, 97, 97]",gradual,"[1688, 2220]"
10598,log_7074_1708942683.xes,drift_2,sudden,change_info_1,"[152, 152, 152, 152]",sudden,[3476]
10599,log_7076_1708942687.xes,drift_1,sudden,change_info_1,"[102, 102, 102, 102]",sudden,[1831]
10600,log_7077_1708942690.xes,drift_1,sudden,change_info_1,"[68, 68, 68, 68]",sudden,[1627]
10601,log_7077_1708942690.xes,drift_2,sudden,change_info_1,"[133, 133, 133, 133]",sudden,[3170]
10602,log_7079_1708942695.xes,drift_1,sudden,change_info_1,"[127, 127, 127, 127]",sudden,[1769]
10603,log_7080_1708942697.xes,drift_1,sudden,change_info_1,"[95, 95, 95, 95]",sudden,[1327]
10604,log_7081_1708942698.xes,drift_1,gradual,change_info_1,"[104, 104, 133, 133]",gradual,"[1658, 2126]"
10605,log_7082_1708942699.xes,drift_1,sudden,change_info_1,"[56, 56, 56, 56]",sudden,[1501]
10606,log_7082_1708942699.xes,drift_2,sudden,change_info_1,"[100, 100, 100, 100]",sudden,[2697]
10607,log_7082_1708942699.xes,drift_3,sudden,change_info_1,"[155, 155, 155, 155]",sudden,[4165]
10608,log_7083_1708942703.xes,drift_1,gradual,change_info_1,"[76, 76, 101, 101]",gradual,"[1352, 1815]"
10609,log_7084_1708942704.xes,drift_1,sudden,change_info_1,"[111, 111, 111, 111]",sudden,[1872]
10610,log_7085_1708942705.xes,drift_1,gradual,change_info_1,"[59, 59, 75, 75]",gradual,"[1873, 2387]"
10611,log_7085_1708942705.xes,drift_2,sudden,change_info_1,"[123, 123, 123, 123]",sudden,[3930]
10612,log_7085_1708942705.xes,drift_3,sudden,change_info_1,"[170, 170, 170, 170]",sudden,[5437]
10613,log_7086_1708942708.xes,drift_1,gradual,change_info_1,"[44, 44, 63, 63]",gradual,"[1362, 1944]"
10614,log_7086_1708942708.xes,drift_2,sudden,change_info_1,"[118, 118, 118, 118]",sudden,[3640]
10615,log_7086_1708942708.xes,drift_3,sudden,change_info_1,"[164, 164, 164, 164]",sudden,[5055]
10616,log_7087_1708942709.xes,drift_1,sudden,change_info_1,"[44, 44, 44, 44]",sudden,[1052]
10617,log_7087_1708942709.xes,drift_2,gradual,change_info_1,"[107, 107, 106, 106]",gradual,"[2544, 3096]"
10618,log_7088_1708942712.xes,drift_1,gradual,change_info_1,"[58, 58, 76, 76]",gradual,"[1439, 1883]"
10619,log_7088_1708942712.xes,drift_2,sudden,change_info_1,"[131, 131, 131, 131]",sudden,[3252]
10620,log_7089_1708942714.xes,drift_1,sudden,change_info_1,"[77, 77, 77, 77]",sudden,[1147]
10621,log_7090_1708942715.xes,drift_1,sudden,change_info_1,"[69, 69, 69, 69]",sudden,[1644]
10622,log_7090_1708942715.xes,drift_2,gradual,change_info_1,"[117, 117, 130, 130]",gradual,"[2792, 3111]"
10623,log_7091_1708942717.xes,drift_1,sudden,change_info_1,"[50, 50, 50, 50]",sudden,[1039]
10624,log_7091_1708942717.xes,drift_2,gradual,change_info_1,"[133, 133, 153, 153]",gradual,"[2778, 3208]"
10625,log_7093_1708942719.xes,drift_1,gradual,change_info_1,"[53, 53, 69, 69]",gradual,"[1098, 1438]"
10626,log_7093_1708942719.xes,drift_2,sudden,change_info_1,"[119, 119, 119, 119]",sudden,[2487]
10627,log_7095_1708942720.xes,drift_1,sudden,change_info_1,"[68, 68, 68, 68]",sudden,[1548]
10628,log_7095_1708942720.xes,drift_2,gradual,change_info_1,"[129, 129, 153, 153]",gradual,"[2952, 3507]"
10629,log_7096_1708942723.xes,drift_1,gradual,change_info_1,"[88, 88, 105, 105]",gradual,"[1756, 2084]"
10630,log_7100_1708942726.xes,drift_1,gradual,change_info_1,"[45, 45, 55, 55]",gradual,"[1911, 2356]"
10631,log_7100_1708942726.xes,drift_2,gradual,change_info_1,"[102, 102, 101, 101]",gradual,"[4343, 4933]"
10632,log_7100_1708942726.xes,drift_3,sudden,change_info_1,"[159, 159, 159, 159]",sudden,[6807]
10633,log_7102_1708942731.xes,drift_1,sudden,change_info_1,"[109, 109, 109, 109]",sudden,[1621]
10634,log_7103_1708942732.xes,drift_1,gradual,change_info_1,"[79, 79, 101, 101]",gradual,"[1491, 1907]"
10635,log_7104_1708942737.xes,drift_1,sudden,change_info_1,"[126, 126, 126, 126]",sudden,[1757]
10636,log_7105_1708942738.xes,drift_1,gradual,change_info_1,"[54, 54, 75, 75]",gradual,"[1125, 1565]"
10637,log_7105_1708942738.xes,drift_2,sudden,change_info_1,"[148, 148, 148, 148]",sudden,[3102]
10638,log_7106_1708942739.xes,drift_1,sudden,change_info_1,"[51, 51, 51, 51]",sudden,[1019]
10639,log_7106_1708942739.xes,drift_2,sudden,change_info_1,"[127, 127, 127, 127]",sudden,[2539]
10640,log_7107_1708942741.xes,drift_1,gradual,change_info_1,"[66, 66, 82, 82]",gradual,"[1956, 2445]"
10641,log_7107_1708942741.xes,drift_2,gradual,change_info_1,"[144, 144, 159, 159]",gradual,"[4295, 4754]"
10642,log_7108_1708942744.xes,drift_1,gradual,change_info_1,"[105, 105, 128, 128]",gradual,"[1889, 2289]"
10643,log_7110_1708942752.xes,drift_1,sudden,change_info_1,"[130, 130, 130, 130]",sudden,[1936]
10644,log_7111_1708942754.xes,drift_1,gradual,change_info_1,"[72, 72, 94, 94]",gradual,"[1847, 2433]"
10645,log_7111_1708942754.xes,drift_2,sudden,change_info_1,"[138, 138, 138, 138]",sudden,[3581]
10646,log_7112_1708942756.xes,drift_1,sudden,change_info_1,"[58, 58, 58, 58]",sudden,[1097]
10647,log_7112_1708942756.xes,drift_2,sudden,change_info_1,"[125, 125, 125, 125]",sudden,[2361]
10648,log_7113_1708942757.xes,drift_1,gradual,change_info_1,"[66, 66, 65, 65]",gradual,"[1690, 2021]"
10649,log_7113_1708942757.xes,drift_2,gradual,change_info_1,"[142, 142, 162, 162]",gradual,"[3676, 4204]"
10650,log_7115_1708942762.xes,drift_1,sudden,change_info_1,"[46, 46, 46, 46]",sudden,[1498]
10651,log_7115_1708942762.xes,drift_2,gradual,change_info_1,"[102, 102, 113, 113]",gradual,"[3349, 3705]"
10652,log_7115_1708942762.xes,drift_3,gradual,change_info_1,"[153, 153, 163, 163]",gradual,"[5031, 5357]"
10653,log_7116_1708942766.xes,drift_1,sudden,change_info_1,"[41, 41, 41, 41]",sudden,[1097]
10654,log_7116_1708942766.xes,drift_2,sudden,change_info_1,"[81, 81, 81, 81]",sudden,[2184]
10655,log_7116_1708942766.xes,drift_3,gradual,change_info_1,"[145, 145, 159, 159]",gradual,"[3913, 4272]"
10656,log_7118_1708942771.xes,drift_1,sudden,change_info_1,"[53, 53, 53, 53]",sudden,[1678]
10657,log_7118_1708942771.xes,drift_2,sudden,change_info_1,"[94, 94, 94, 94]",sudden,[2981]
10658,log_7118_1708942771.xes,drift_3,gradual,change_info_1,"[137, 137, 147, 147]",gradual,"[4383, 4697]"
10659,log_7119_1708942773.xes,drift_1,gradual,change_info_1,"[55, 55, 71, 71]",gradual,"[1625, 2128]"
10660,log_7119_1708942773.xes,drift_2,gradual,change_info_1,"[132, 132, 145, 145]",gradual,"[3959, 4345]"
10661,log_7120_1708942776.xes,drift_1,sudden,change_info_1,"[46, 46, 46, 46]",sudden,[1263]
10662,log_7120_1708942776.xes,drift_2,sudden,change_info_1,"[85, 85, 85, 85]",sudden,[2377]
10663,log_7120_1708942776.xes,drift_3,sudden,change_info_1,"[149, 149, 149, 149]",sudden,[4147]
10664,log_7121_1708942781.xes,drift_1,gradual,change_info_1,"[111, 111, 135, 135]",gradual,"[1545, 1886]"
10665,log_7122_1708942782.xes,drift_1,sudden,change_info_1,"[65, 65, 65, 65]",sudden,[1809]
10666,log_7122_1708942782.xes,drift_2,gradual,change_info_1,"[122, 122, 140, 140]",gradual,"[3414, 3899]"
10667,log_7124_1708942785.xes,drift_1,sudden,change_info_1,"[63, 63, 63, 63]",sudden,[2001]
10668,log_7124_1708942785.xes,drift_2,gradual,change_info_1,"[101, 101, 119, 119]",gradual,"[3228, 3779]"
10669,log_7124_1708942785.xes,drift_3,sudden,change_info_1,"[162, 162, 162, 162]",sudden,[5163]
10670,log_7125_1708942792.xes,drift_1,sudden,change_info_1,"[100, 100, 100, 100]",sudden,[1491]
10671,log_7126_1708942795.xes,drift_1,gradual,change_info_1,"[41, 41, 50, 50]",gradual,"[1369, 1676]"
10672,log_7126_1708942795.xes,drift_2,sudden,change_info_1,"[104, 104, 104, 104]",sudden,[3535]
10673,log_7126_1708942795.xes,drift_3,gradual,change_info_1,"[154, 154, 167, 167]",gradual,"[5218, 5670]"
10674,log_7128_1708942799.xes,drift_1,gradual,change_info_1,"[78, 78, 98, 98]",gradual,"[1870, 2333]"
10675,log_7128_1708942799.xes,drift_2,sudden,change_info_1,"[162, 162, 162, 162]",sudden,[3880]
10676,log_7129_1708942801.xes,drift_1,gradual,change_info_1,"[57, 57, 71, 71]",gradual,"[1918, 2407]"
10677,log_7129_1708942801.xes,drift_2,sudden,change_info_1,"[123, 123, 123, 123]",sudden,[4169]
10678,log_7129_1708942801.xes,drift_3,sudden,change_info_1,"[154, 154, 154, 154]",sudden,[5212]
10679,log_7130_1708942804.xes,drift_1,gradual,change_info_1,"[46, 46, 56, 56]",gradual,"[1836, 2218]"
10680,log_7130_1708942804.xes,drift_2,gradual,change_info_1,"[94, 94, 109, 109]",gradual,"[3750, 4326]"
10681,log_7130_1708942804.xes,drift_3,sudden,change_info_1,"[154, 154, 154, 154]",sudden,[6122]
10682,log_7131_1708942809.xes,drift_1,sudden,change_info_1,"[64, 64, 64, 64]",sudden,[1514]
10683,log_7131_1708942809.xes,drift_2,sudden,change_info_1,"[134, 134, 134, 134]",sudden,[3209]
10684,log_7132_1708942811.xes,drift_1,gradual,change_info_1,"[75, 75, 106, 106]",gradual,"[1336, 1900]"
10685,log_7133_1708942814.xes,drift_1,sudden,change_info_1,"[91, 91, 91, 91]",sudden,[1452]
10686,log_7134_1708942815.xes,drift_1,gradual,change_info_1,"[47, 47, 62, 62]",gradual,"[1750, 2322]"
10687,log_7134_1708942815.xes,drift_2,sudden,change_info_1,"[114, 114, 114, 114]",sudden,[4299]
10688,log_7134_1708942815.xes,drift_3,sudden,change_info_1,"[151, 151, 151, 151]",sudden,[5705]
10689,log_7135_1708942818.xes,drift_1,gradual,change_info_1,"[103, 103, 129, 129]",gradual,"[1841, 2317]"
10690,log_7136_1708942821.xes,drift_1,gradual,change_info_1,"[49, 49, 61, 61]",gradual,"[1809, 2235]"
10691,log_7136_1708942821.xes,drift_2,sudden,change_info_1,"[98, 98, 98, 98]",sudden,[3601]
10692,log_7136_1708942821.xes,drift_3,gradual,change_info_1,"[146, 146, 156, 156]",gradual,"[5386, 5762]"
10693,log_7138_1708942834.xes,drift_1,gradual,change_info_1,"[61, 61, 73, 73]",gradual,"[1863, 2256]"
10694,log_7138_1708942834.xes,drift_2,gradual,change_info_1,"[128, 128, 146, 146]",gradual,"[3965, 4518]"
10695,log_7139_1708942837.xes,drift_1,sudden,change_info_1,"[44, 44, 44, 44]",sudden,[1356]
10696,log_7139_1708942837.xes,drift_2,sudden,change_info_1,"[101, 101, 101, 101]",sudden,[3131]
10697,log_7139_1708942837.xes,drift_3,gradual,change_info_1,"[149, 149, 167, 167]",gradual,"[4592, 5156]"
10698,log_7140_1708942841.xes,drift_1,gradual,change_info_1,"[68, 68, 86, 86]",gradual,"[1610, 2045]"
10699,log_7140_1708942841.xes,drift_2,gradual,change_info_1,"[131, 131, 148, 148]",gradual,"[3133, 3535]"
10700,log_7142_1708942646.xes,drift_1,gradual,change_info_1,"[56, 56, 71, 71]",gradual,"[1894, 2407]"
10701,log_7142_1708942646.xes,drift_2,sudden,change_info_1,"[118, 118, 118, 118]",sudden,[4009]
10702,log_7142_1708942646.xes,drift_3,sudden,change_info_1,"[172, 172, 172, 172]",sudden,[5845]
10703,log_7144_1708942652.xes,drift_1,gradual,change_info_1,"[72, 72, 91, 91]",gradual,"[1854, 2360]"
10704,log_7144_1708942652.xes,drift_2,sudden,change_info_1,"[148, 148, 148, 148]",sudden,[3826]
10705,log_7145_1708942656.xes,drift_1,gradual,change_info_1,"[60, 60, 86, 86]",gradual,"[1374, 1968]"
10706,log_7145_1708942656.xes,drift_2,sudden,change_info_1,"[159, 159, 159, 159]",sudden,[3642]
10707,log_7147_1708942660.xes,drift_1,gradual,change_info_1,"[55, 55, 65, 65]",gradual,"[1860, 2202]"
10708,log_7147_1708942660.xes,drift_2,gradual,change_info_1,"[122, 122, 137, 137]",gradual,"[4123, 4636]"
10709,log_7147_1708942660.xes,drift_3,sudden,change_info_1,"[172, 172, 172, 172]",sudden,[5827]
10710,log_7148_1708942664.xes,drift_1,gradual,change_info_1,"[92, 92, 110, 110]",gradual,"[1548, 1863]"
10711,log_7150_1708942671.xes,drift_1,gradual,change_info_1,"[84, 84, 112, 112]",gradual,"[1091, 1446]"
10712,log_7151_1708942673.xes,drift_1,sudden,change_info_1,"[116, 116, 116, 116]",sudden,[1731]
10713,log_7152_1708942674.xes,drift_1,gradual,change_info_1,"[46, 46, 68, 68]",gradual,"[1005, 1490]"
10714,log_7152_1708942674.xes,drift_2,sudden,change_info_1,"[128, 128, 128, 128]",sudden,[2807]
10715,log_7153_1708942677.xes,drift_1,gradual,change_info_1,"[67, 67, 79, 79]",gradual,"[1783, 2111]"
10716,log_7153_1708942677.xes,drift_2,sudden,change_info_1,"[148, 148, 148, 148]",sudden,[3986]
10717,log_7155_1708942684.xes,drift_1,sudden,change_info_1,"[78, 78, 78, 78]",sudden,[1165]
10718,log_7157_1708942686.xes,drift_1,gradual,change_info_1,"[82, 82, 117, 117]",gradual,"[1138, 1631]"
10719,log_7159_1708942688.xes,drift_1,sudden,change_info_1,"[107, 107, 107, 107]",sudden,[1804]
10720,log_7160_1708942689.xes,drift_1,sudden,change_info_1,"[86, 86, 86, 86]",sudden,[1960]
10721,log_7160_1708942689.xes,drift_2,sudden,change_info_1,"[146, 146, 146, 146]",sudden,[3344]
10722,log_7162_1708942691.xes,drift_1,gradual,change_info_1,"[88, 88, 121, 121]",gradual,"[1133, 1564]"
10723,log_7163_1708942693.xes,drift_1,gradual,change_info_1,"[52, 52, 74, 74]",gradual,"[1140, 1620]"
10724,log_7163_1708942693.xes,drift_2,sudden,change_info_1,"[122, 122, 122, 122]",sudden,[2680]
10725,log_7167_1708942699.xes,drift_1,gradual,change_info_1,"[42, 42, 60, 60]",gradual,"[1088, 1560]"
10726,log_7167_1708942699.xes,drift_2,sudden,change_info_1,"[112, 112, 112, 112]",sudden,[2889]
